individualID,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,individualIdSource,species,sex,genotype,genotypeBackground,room,litter,matingID,dateBirth,dateDeath,treatmentType,Climb_Identifier,ExternalIdentifier,StockNumber,OfficialName,modelSystemName,CurrentLocationPath,MaterialOrigin,AnimalStatus,ExitReason,PhysicalMarker,Generation,AnimalMatingStatus,Comments,jobNumber,Microchip Number,Diet,Birth ID,brainWeight,animalWeight,modelCommonName
32051,32051H&E,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1264,M-340-17,3/20/18,2/12/19,,32051,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,288716453,6%,,0.486,35.13,5XFAD
32051,32051LIF,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1264,M-340-17,3/20/18,2/12/19,,32051,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,288716453,6%,,0.486,35.13,5XFAD
32051,32051LB,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1264,M-340-17,3/20/18,2/12/19,,32051,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,288716453,6%,,0.486,35.13,5XFAD
32051,32051NC,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1264,M-340-17,3/20/18,2/12/19,,32051,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,288716453,6%,,0.486,35.13,5XFAD
32051,32051ThioS,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1264,M-340-17,3/20/18,2/12/19,,32051,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,288716453,6%,,0.486,35.13,5XFAD
32052,32052,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1264,M-340-17,3/20/18,2/12/19,,32052,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,,6%,,0.495,24.88,5XFAD
32052,32052rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1264,M-340-17,3/20/18,2/12/19,,32052,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,,6%,,0.495,24.88,5XFAD
32053,32053,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1264,M-340-17,3/23/18,2/12/19,,32053,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289777098,6%,,0.505,32.39,5XFAD
32053,32053rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1264,M-340-17,3/23/18,2/12/19,,32053,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289777098,6%,,0.505,32.39,5XFAD
32054,32054,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32054,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,288683382,6%,,0.464,25.15,5XFAD
32055,32055,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32055,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,288720465,6%,,0.493,24.16,5XFAD
32056,32056,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32056,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,288765836,6%,,0.457,30.02,5XFAD
32057,32057,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32057,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,288827137,6%,,0.464,32.9,5XFAD
32057,32057rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32057,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,288827137,6%,,0.464,32.9,5XFAD
32058,32058,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32058,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,288851128,6%,,0.464,23.13,5XFAD
32059,32059,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32059,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289776899,6%,,0.472,30.95,5XFAD
32059,32059GIS,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32059,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289776899,6%,,0.472,30.95,5XFAD
32059,32059H&E,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32059,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289776899,6%,,0.472,30.95,5XFAD
32059,32059LIF,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32059,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289776899,6%,,0.472,30.95,5XFAD
32059,32059LB,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32059,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289776899,6%,,0.472,30.95,5XFAD
32059,32059NC,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32059,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289776899,6%,,0.472,30.95,5XFAD
32059,32059ThioS,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32059,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289776899,6%,,0.472,30.95,5XFAD
32059,32059rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32059,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289776899,6%,,0.472,30.95,5XFAD
32060,32060,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32060,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289776859,6%,,0.435,28.26,5XFAD
32061,32061,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,male,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32061,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289859111,6%,,0.488,39.55,5XFAD
32061,32061rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32061,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289859111,6%,,0.488,39.55,5XFAD
32062,32062,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32062,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289777602,6%,,0.471,32.86,5XFAD
32062,32062GIS,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32062,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289777602,6%,,0.471,32.86,5XFAD
32062,32062H&E,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32062,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289777602,6%,,0.471,32.86,5XFAD
32062,32062X34,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32062,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289777602,6%,,0.471,32.86,5XFAD
32062,32062LFI,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32062,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289777602,6%,,0.471,32.86,5XFAD
32062,32062CVLB,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32062,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289777602,6%,,0.471,32.86,5XFAD
32062,32062NC,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32062,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289777602,6%,,0.471,32.86,5XFAD
32062,32062ThioS,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32062,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289777602,6%,,0.471,32.86,5XFAD
32062,"32062TS1,2,3,5,6",,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32062,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289777602,6%,,0.471,32.86,5XFAD
32062,32062rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1267,M-342-17,3/22/18,2/12/19,,32062,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289777602,6%,,0.471,32.86,5XFAD
32063,32063,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1255,M-104-17,3/22/18,2/12/19,,32063,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,288695705,6%,,0.486,24.81,5XFAD
32064,32064,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1255,M-104-17,3/22/18,2/12/19,,32064,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,288736461,6%,,0.452,32.95,5XFAD
32065,32065,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1255,M-104-17,3/22/18,2/12/19,,32065,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,288679201,6%,,0.454,27.43,5XFAD
32065,32065rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1255,M-104-17,3/22/18,2/12/19,,32065,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,288679201,6%,,0.454,27.43,5XFAD
32066,32066,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1255,M-104-17,3/22/18,2/12/19,,32066,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,288765355,6%,,0.467,32.46,5XFAD
32066,32066NC,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1255,M-104-17,3/22/18,2/12/19,,32066,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,288765355,6%,,0.467,32.46,5XFAD
32067,32067,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1255,M-104-17,3/22/18,2/12/19,,32067,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,289478536,6%,,0.471,24.96,5XFAD
32067,32067rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1255,M-104-17,3/22/18,2/12/19,,32067,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,289478536,6%,,0.471,24.96,5XFAD
32068,32068,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1255,M-104-17,3/22/18,2/12/19,,32068,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,288696056,6%,,0.458,22.43,5XFAD
32068,32068rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1255,M-104-17,3/22/18,2/12/19,,32068,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,288696056,6%,,0.458,22.43,5XFAD
32069,32069,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1255,M-104-17,3/22/18,2/12/19,,32069,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,288642210,6%,,0.459,27.04,5XFAD
32070,32070,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1256,M-104-17,3/23/18,2/12/19,,32070,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,289859210,6%,,0.507,29.02,5XFAD
32070,32070rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1256,M-104-17,3/23/18,2/12/19,,32070,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,289859210,6%,,0.507,29.02,5XFAD
32071,32071,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,male,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1256,M-104-17,3/23/18,2/12/19,,32071,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,289777615,6%,,0.472,38.8,5XFAD
32072,32072,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1256,M-104-17,3/23/18,2/12/19,,32072,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,289777471,6%,,0.496,31.45,5XFAD
32073,32073,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,male,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1256,M-104-17,3/23/18,2/12/19,,32073,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,289777413,6%,,0.462,43.66,5XFAD
32073,32073rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1256,M-104-17,3/23/18,2/12/19,,32073,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,289777413,6%,,0.462,43.66,5XFAD
32074,32074,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,male,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1256,M-104-17,3/23/18,2/12/19,,32074,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,287499658,6%,,0.488,43.53,5XFAD
32074,32074rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_noncarrier,C57BL6J,JAX_MGL373,RMO1256,M-104-17,3/23/18,2/12/19,,32074,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,287499658,6%,,0.488,43.53,5XFAD
32075,32075,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1256,M-104-17,3/23/18,2/12/19,,32075,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,289777327,6%,,0.439,29.32,5XFAD
32075,32075rh,,brain,whole brain,,frozen,,,,,FALSE,TRUE,,JAX,Mouse,male,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1256,M-104-17,3/23/18,2/12/19,,32075,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F3,Virgin,,JAX 5xFAD 12mo,289777327,6%,,0.439,29.32,5XFAD
32078,32078,,blood,serum,,frozen,,,,,FALSE,FALSE,,JAX,Mouse,female,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1265,M-341-17,3/21/18,2/12/19,,32078,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289859093,6%,,0.474,23.03,5XFAD
32078,32078H&E,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1265,M-341-17,3/21/18,2/12/19,,32078,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289859093,6%,,0.474,23.03,5XFAD
32078,32078X34,,brain,whole brain,,formalin-fixed,,,,,FALSE,TRUE,,JAX,Mouse,female,5XFAD_carrier,C57BL6J,JAX_MGL373,RMO1265,M-341-17,3/21/18,2/12/19,,32078,,8730,"B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/Mmjax",5XFAD,,JAX,H.Harvested,H.Harvested,,N1F4,Virgin,,JAX 5xFAD 12mo,289859093,6%,,0.474,23.03,5XFAD
